龚	垄,詟,龛,陇,巽
婉	蜒,腕,焥,琬,宛,豌,捥,碗,蜿,晚,诞,惋
绎	择,泽,铎,峄,驿,译
诊	珍,趁
珍	诊,趁
趁	诊,珍,趛,赺
诈	昨,榨,作,炸,乍
榨	诈
诀	决,快,块,缺
决	缺,快,诀,块
快	块,怏,决,诀,缺
块	决,快,诀,缺
缺	块,决,快,诀,缸
讯	迅,汛
迅	汛,讯
汛	迅,讯
讨	守,付,对,寸,财,村,才,材,过,时,衬,忖
付	守,驸,附,腐,对,寸,财,村,材,咐,府,才,讨,俯,过,时,衬
对	守,付,寸,财,村,材,才,讨,过,时,衬,忖
订	玎,盯,丁,饤,叮,打,钉,仃
盯	盱,吁,旴,订,丁,叮,打,钉,盰
钉	盯,订,丁,叮,打
叮	盯,吁,旴,订,丁,打,钉
警	謷,譬,讐,敬,譼,諅,晝,儆,鳘,謇,謦,畫,謺,擎
擎	敬,警,掣,儆
誉	眷,券,倦,举,卷,誊,蜷
眷	誉,券,倦,帣,举,牶,卷,誊,蜷
誊	誉,眷,餋,券,倦,举,鲞,卷,蜷
举	誉,眷,挙,誊
詹	檐,谵,瞻,赡
檐	噡,襜,憺,瞻,谵,赡,詹,曕,擔
瞻	膽,贍,蟾,聸,矒,譫,谵,赡,檐,詹,嶦,曕
赡	檐,詹,谵,瞻
谵	噡,憺,瞻,澹,儋,赡,檐,詹,曕,擔
视	砚,见,现,观,觉
砚	视,现,见,观,硯,觉
现	砚,视,见,观,献,觉
观	砚,视,见,现,覌,觉
觉	砚,视,见,现,观
覆	馥,蝮,腹,履,复,屐
履	馥,蝮,腹,屦,屨,复,覆,屐
屐	覆,履,复
复	馥,蝮,腹,隻,履,覆,屐
西	酉,酒,四,晒,洒
洒	栖,西,晒,牺,哂,泗,酒
晒	徆,栖,西,牺,呬,洒,哂,拪,酒
颗	课,棵,裸,稞,果
棵	楒,裸,果,惈,稞,颗,课,棟,堁,猓,捰
课	棵,偶,湡,裸,稞,果,颗
欲	裕,浴,俗
袄	祆,沃,夭,跃,祅,妖,枖,秗
妖	沃,夭,跃,袄
衅	判,畔,叛
畔	判,旪,叛,衅
叛	畈,拌,衅,半,畔,绊,判,伴
判	拌,衅,半,畔,绊,叛,伴
蠕	蠳,孺,繻,濡,懦,嶿,羺,嚅
嚅	孺,濡,蠕,懦
蛰	螀,蜇
蜇	蜤,蛰,銴,蝅
蛮	恋,迹,弈,奕,变,峦,亦
峦	恋,迹,弈,蛮,奕,变,亦,帟
恋	迹,弈,蛮,奕,变,峦,亦
奕	恋,迹,弈,蛮,变,峦,亦
虫	由,蚕,山,浊,独,甴,蛋
独	猥,蚕,烛,虫,浊,蛋
浊	蚕,虫,蛋,独
蛋	蚕,虫,浊,疍,独,畕,畐
蚕	虫,浊,独,蛋
虐	虑,虚,虔
虑	虎,虚,虐,虔
虚	虑,虎,虐,虔
虔	虑,虛,虏,虚,虐,虎
虎	虚,虔,虑
薄	缚,膊,搏,博,礴,傅,簿
搏	缚,辅,膊,榑,博,甫,捕,禣,礴,愽,傅,哺,摶,撙,簿,敷,脯,铺,蒲,薄
博	傅,缚,膊,簿,搏,礴,薄
膊	膞,缚,辅,博,甫,捕,腮,肓,簿,敷,脯,背,脾,铺,朣,育,搏,膧,朋,月,傅,哺,脊,脢,蒲,薄
傅	缚,憓,膊,榑,搏,博,禣,礴,僔,愽,傳,簿,薄
缚	膊,搏,博,煿,礴,傅,镈,簿,薄
簿	傅,缚,搏,膊,博,薄
蓦	暮,墓,募,宾,慕,摹,滨,蟇,幕,蘲
募	暮,蓦,宾,滨,葛,蕞,蓽,臰
宾	蓦,募,摈,兵,傧,滨,缤
滨	蓦,募,摈,兵,宾,傧,缤
蓝	监,鉴,临,篮,盔
篮	监,蓝,鉴,临
监	滥,蓝,盒,临,盐,猛,槛,鉴,孟,盆,皿,篮,盂,寝,侵
临	监,蓝,鉴,瞄,篮,陷
蒙	朦,曚,蒃,檬
檬	蒙,矇,曚,朦,懞
朦	蒙,曚,檬
曚	蒙,矇,獴,礞,朦,檬
葵	祭,察,擦
擦	祭,葵,察
察	祭,葵,擦
祭	标,葵,察,示,票,擦
萄	陶,掏,葡,淘
莫	墓,慕,漠,奠,貞,莧,摸,葨,模,寞,具,菓,菎,荁,荨,暮,膜,棄,冥,寏,摹,星,盲,幕,菒,薁,莮
漠	暮,膜,墓,模,寞,慕,摹,莫,幕,摸
寞	莫,膜,真,寛,模,摸,漠
摸	暮,膜,谟,墓,模,寞,慕,漠,摹,莫,幕
模	暮,膜,墓,横,寞,慕,漠,摹,莫,穔,幕,摸
膜	莫,瞙,模,寞,摸,漠,腪,腖
墓	暮,蔂,蓦,蒚,模,蛗,慕,漠,摹,莫,幕,摸,篹,葍
暮	蓦,墓,募,模,慕,漠,書,摹,莫,瞢,葛,蕞,譶,蓽,幕,摸,謩,暴,薯
幕	暮,蔂,蓦,墓,模,菷,慕,漠,蕌,摹,莫,葺,摸,篹
慕	暮,蓦,墓,模,漠,摹,籑,莫,蘽,幕,摸
摹	墓,蕚,慕,漠,羹,晝,謇,蟇,摸,箽,冪,模,臺,暮,蓦,幕,藼,薫,藆,莫,鼻,畵,籗,畫,蘲
荒	慌,谎,流
谎	荒,慌,流,塃
慌	荒,谎,流,塃
茸	骋,聘,娉,职,饵,俜,耻,萁,耳,联,葺,耸
耸	咠,骋,聘,娉,职,饵,俜,耻,耳,联,茸
茶	苶,荼
荼	苶,荃,茶,筡
茵	筃,蓞,莔,苬,菌
菌	茵,蔮,菡
苦	姑,宙,若,吿,吉,枯,古,苖,吂,沽
苟	苞,句,芶,茍,笱,荀
苞	包,苟,饱,抱,刨,泡,跑,炮,袍,咆
苘	茼,商,尚,啇
茼	莔,筒,苘,蒀
苗	苖,猫,畄,茁,瞄,描,亩
描	撗,锚,猫,瞄,苗
猫	瞄,描,苗
瞄	猫,描,临,苗
苍	仓,沧,抢,炝,呛,枪,疮
沧	仓,抢,炝,呛,枪,苍,疮
抢	仓,沧,玱,炝,呛,枪,扴,苍,疮,怆
枪	仓,沧,抢,炝,呛,创,苍,疮,怆
艰	跟,很,恨,限,银,狠,根
银	跟,锒,很,恨,限,狠,艰,根
很	跟,恨,限,稂,银,狠,艰,根
恨	跟,浪,艮,良,悜,娘,很,酿,垠,垦,恳,银,佷,狠,拫,艰,裉,狼
狠	跟,浪,艮,良,娘,很,酿,垠,垦,恨,限,银,拫,艰,根,哏,狼,裉,恳
跟	踝,踉,很,恨,限,银,狠,艰,根,銀
艮	浪,良,娘,酿,垦,恳,恨,狠,狼
狼	浪,艮,良,娘,酿,垦,恨,狠,恳
娘	浪,艮,良,酿,垦,婶,恨,狠,狼,恳
恳	浪,艮,良,娘,酿,垦,恨,狠,狼
垦	浪,艮,良,娘,酿,恳,恨,昌,狠,狼
良	浪,艮,娘,酿,垦,恳,恨,狠,狼
浪	艮,良,娘,酿,垦,恳,恨,狠,狼
般	投,没,设,役,股,殳
没	投,设,役,股,殳,般
投	没,设,役,股,殳,般
役	投,没,设,坄,杸,祋,股,殳,般
航	肍,舰,舟,炕,杭,抗
杭	抗,炕,航,秔
抗	坑,炕,航,杭,吭,亢
炕	坑,亢,航,杭,吭,忼,抗
舟	舰,航,母
舰	舟,航
舌	话,活,丢,否,乱,刮,括
活	话,适,舌,乱,刮,括,佸
话	活,适,栝,舌,乱,刮,括,佸,恬
括	适,舌,恬,活,乱,佸,播,话,栝,刮
乱	话,活,乩,舌,刮,括
刮	话,活,舌,乱,括
舀	稻,蹈
至	倒,侄,窒,垄,致,到
侄	洷,至,到,倒,桎,垤,致,秷,恎,俓,窒
窒	倒,侄,致,至,到,窰
倒	捯,侄,窒,致,至,到
到	倒,侄,窒,致,至,剉
致	倒,窒,侄,至,到
膺	赝
赝	贗,膺
腮	崽,胭,膊,筛,諰,腘,脾,思
思	崽,备,腮,筛,恩,里,佃,亩,奋
崽	腮,筛,恚,嵬,思
筛	腮,崽,思
腊	借,蜡,鹊,惜,猎,膡,膲,昔,措,脑,错
蜡	借,腊,鹊,惜,猎,蟭,錯,昔,措,错,蝫,蜞
脾	牌,胭,諀,聭,卑,綼,腮,碑,啤
卑	牌,脾,碑,啤
碑	牌,卑,脾,貏,粺,啤
啤	脾,碑,卑
脏	桩,腊,膲,脑
桩	粧,樵,脏,枦
脊	膊,育,肓,朋,月,瘠,脯,背
瘠	脊
脉	永,眿,脒,咏,豚,泳
泳	永,咏,脉
咏	永,眿,昹,脉,泳
永	咏,脉,泳
胳	落,恪,咯,烙,骼,络,格
骼	胳,恪,咯,烙,落,络,格
恪	垎,烙,骼,络,愔,胳,落,格,袼,咯,悋
络	格,恪,骆,烙,洛,骼,胳,各,路,落,咯
烙	胳,落,恪,咯,饹,骼,络,格,焙
咯	烙,骼,络,胳,睰,落,格,晧,恪,晗,昛
落	胳,恪,咯,烙,骼,络,格
格	垎,骆,烙,骼,络,胳,落,恪,梏,袼,楉,楛,咯,悋
胡	湖,糊,蝴
湖	胡,瑚,葫,糊,蝴
蝴	蜥,葫,胡,瑚,湖,糊
糊	葫,胡,瑚,楜,湖,蝴
肚	吐,杜,肛,壯
吐	杜,肚,壮,叶
杜	吐,肚,扗,杫
肖	梢,悄,哨,甫,销,消,稍,硝,苒,捎
消	梢,悄,哨,销,惝,涌,徜,肖,俏,稍,硝,诮,俌,捎,湳,浦,洏,俑
梢	悄,柚,栖,哨,销,耥,绡,悑,楢,肖,消,稍,補,柏,硝,焇,栶,捎,桶
销	梢,弰,悄,愤,哨,绡,肖,消,稍,锁,硝,诮,铺,捎,奋
捎	梢,悄,柚,哨,销,耥,琑,肖,消,稍,硝,焇
悄	梢,烳,哨,悀,销,耥,绡,悑,肖,俏,消,稍,硝,诮,焇,捎
哨	梢,弰,悄,销,睄,绡,肖,消,稍,哺,躺,陗,硝,焇,捎,晡
稍	梢,悄,哨,销,肖,消,稂,陗,硝,焇,捎
硝	梢,悄,峭,哨,销,睄,肖,踃,消,稍,硧,捎
肄	肆
肆	肄
聿	蒪,車,帇,阜,律,奉,荲,草,津,革
律	聿,津,侓
津	聿,侓,滝,律,洟
耽	枕,忱,眈
眈	耽,忱,枕
忱	耽,衴,枕,眈
枕	抌,衴,耽,眈,忱
耳	骋,聘,娉,职,饵,俜,耻,联,茸,耸
耻	让,骋,聘,娉,职,扯,饵,俜,止,耳,企,址,上,联,茸,耸,趾,聇,肯
职	骋,聘,娉,耼,枳,识,饵,俜,帜,聑,耻,耳,织,只,联,茸,耸,取
联	骋,聘,娉,职,饵,俜,耻,耳,茸,耸
聘	骋,娉,职,朜,饵,俜,耻,耳,联,茸,耸
饵	骋,聘,娉,职,俜,耻,耳,联,茸,耸
娉	梬,骋,聘,职,饵,俜,媓,耻,耳,联,茸,耸
俜	骋,聘,娉,涄,职,饵,耻,耳,联,茸,耸
骋	聘,娉,职,饵,俜,耻,騁,耳,联,茸,耸
耐	阅,鮒,軵,鲋,悦,惴
惴	椯,阅,耐,湍,揣,偳,悦,喘,瑞,端
阅	闽,阙,阚,阌,閲,耐,闵,阛,阀,阒,阊,阄,阉,阋,阕,悦,阆,惴
悦	侻,恱,说,脱,阅,捝,耐,惴,兑
耍	菨,妥,要,婓,耎,叓,女
要	女,妥,耍
者	躇,煮,储,绪,堵,赌,署,猪,诸,睹,暑,都
都	煮,躇,储,绪,堵,赌,署,睹,猪,诸,者,暑
煮	躇,储,绪,堵,赌,署,睹,猪,诸,者,暑,都
署	煮,躇,储,绪,堵,赌,曹,睹,猪,诸,者,暑,都
躇	煮,蹧,储,绪,堵,赌,署,睹,猪,诸,者,暑,都
诸	煮,躇,储,绪,堵,赌,渚,署,睹,猪,者,暑,都
绪	煮,躇,储,堵,赌,署,睹,猪,诸,者,暑,都
赌	贻,煮,躇,储,绪,堵,著,署,睹,猪,诸,者,暑,都
睹	啫,緒,煮,躇,暏,储,绪,堵,赌,著,署,喑,猪,陼,诸,者,暑,都
堵	煮,躇,储,绪,著,赌,署,睹,猪,诸,者,暑,都
猪	煮,躇,储,绪,堵,赌,猎,署,睹,诸,者,暑,都
储	煮,躇,绪,堵,赌,署,睹,猪,诸,者,暑,都
考	拷,老,烤,铐
烤	老,考,拷,铐
拷	老,考,烤,铐
铐	铑,烤,老,锗,考,拷
老	拷,考,烤,铐
翎	伶,妗,玲,邻,冷,翩,念,吟,拎,铃,领,今,贪,怜,翘,令,翔
翔	羽,翎,翓,样,詡,翻,翠,翅,详,祥,翩,翱,翘
翘	羽,翎,翻,翠,翅,翩,翱,翔
翩	匾,翻,翠,翱,骗,遍,扁,羽,翎,翅,篇,偏,翘,翔,编,蝙
羽	翻,翠,翅,翩,翱,翔,翘
翻	翠,翅,羽,翩,翱,翔,翘
翅	翻,翠,羽,翩,翱,翔,翘
翱	翻,翠,翅,羽,翩,翔,翘
翠	率,醉,萃,羽,卒,碎,悴,翻,翅,瘁,翩,翱,翔,粹,翘
羊	鲜,详,洋,群,弟,样
详	鲜,羊,洋,群,样,祥,翔
样	鲜,羊,洋,群,榚,徉,详,祥,翔,抻
洋	鲜,羊,详,祥,沣,佯,群,样
群	鲜,羊,详,洋,裙,样,君
罗	锣,箩,萝,逻
萝	箩,蔑,锣,逻,罗,贾
逻	箩,萝,锣,遝,罗
锣	箩,萝,椤,啰,逻,罗
箩	锣,萝,罗,逻
罐	灌,罐,鑵,蠸
灌	罐,灈
缸	缺
缴	曒,激,邀,撽,徼,憿,墽,檄,獥,璬
激	邀,澈,缴
邀	激,缴
烽	埄,捀,缝,峰,丰,燀,逢,琒,蓬,锋,蜂
编	扁,褊,惼,匾,徧,谝,篇,偏,翩,骗,蝙,遍
遍	扁,匾,篇,偏,翩,编,骗,蝙
扁	匾,篇,偏,翩,编,骗,蝙,遍
蝙	扁,斒,蹁,鳊,鍽,匾,編,篇,偏,翩,编,骗,遍
惟	倠,维,难,准,推,唯
绳	龟,渑,蝇
蝇	渑,绳,龟,蝠,嵎,蝭
吹	次,绞,炊,欠,跤,欢,砍,坎,软,饮,吹,欣
炊	次,忺,绞,跤,欠,欢,砍,坎,软,饮,吹,欣
经	径,泾,劲,颈,茎
茎	萤,径,劲,泾,经,茞,颈,蓥
泾	劲,径,茎,经
径	劲,泾,经,颈,茎
劲	径,泾,经,颈,茎
绊	拌,胖,半,叛,判,伴
拌	胖,惈,半,绊,叛,判,伴
织	职,识,只,帜,枳,炽
识	织,伿,怾,职,只,帜,枳
约	勺,沟,匀,钩,勾,的,钓,均,药
药	钓,约,箹,葯
钓	勺,匀,钩,均,勾,约,钧,的,药,沟
纂	篡
篡	纂,簀,簍,簣,簒,篿
繁	敏
敏	繁
累	摞,素,螺,骡
骡	摞,螺,鏍,累
螺	累,摞,鏍,螦,骡,蝟,樏
摞	累,嫘,镙,螺,傫,磥,骡,樏,缧
紫	柴,比,此,紧,些
紧	紫
糖	搪,塘,唐
塘	糖,搪,唐
粮	郎,酿,踉,锒,烺,琅,朗,稂,悢,根,桹
粟	票,栗
栗	缥,剽,飘,垔,粟,瓢,漂,膘,票,瞟
沾	砖,战,黏,估,粘,站,帖,沽,占,贴,玷
粗	租,祖,组,阻,耝,跙
租	沮,徂,粗,咀,祖,诅,阻,组,龃,狙,俎,怚,趄
祖	抯,租,徂,粗,咀,袓,柤,衻,阻,组,殂,枑,狙,坥,怚
组	谊,抯,租,宜,粗,咀,祖,纽,钽,柤,且,阻,坥,钼,绉
阻	谊,租,宜,阿,粗,咀,祖,陌,且,组,阴
类	粪
粪	类
米	断,继,迷,苯,眯
继	米,迷,断,眯
断	米,段,迷,继,眯
眯	脒,断,咪,继,迷,眜,睞,米,眛,昩,胱,昧
迷	米,继,断,眯
籍	娱,撤,霜,误,撒,藉
藉	娱,藷,莆,误,籍
误	娱,吴,籍,藉
娱	吴,误,籍,藉
槁	塙,蒿,缟,篙,傐,禞,嵩,镐
蒿	蒷,稿,薔,蒚,镐,薧,嵩,缟,槁,篙,蕌,蒖,蕳,喬
镐	蒿,稿,縞,缟,槁,犒,篙,嵩,熇
嵩	鼌,蒿,稿,缟,槁,篙,誾,镐
篇	扁,匾,萹,偏,翩,编,骗,蝙,遍
骗	扁,匾,骟,篇,偏,翩,编,蝙,遍
偏	扁,匾,篇,翩,编,骗,蝙,遍
箱	相,厢,葙,想,霜,湘
相	柦,湘,桮,抯,鉬,霜,栢,柤,厢,柜,想,抇,箱,钼
湘	相,厢,焑,想,湐,霜,箱,烟
厢	相,箱,想,湘
想	相,箱,厢,湘
箫	萧
萧	疌,棄,帇,茟,箫,菓
管	馆,菅,棺,官
馆	官,管,棺,悺
幢	憧,撞,童,嶂,幛
憧	墥,橦,蓮,噇,鐘,幢,撞,徸,懽,燑,獞,童,慬,僮,憶,曈
撞	幢,童,墯,憧
章	獐,星,彰,盲,竟,障,蟑,璋,樟,壷,直,荁
彰	蟑,章,獐,璋,鄣,障,樟
樟	慞,獐,彰,墇,傽,障,蟑,樈,璋,暲,章
璋	慞,獐,彰,墇,傽,障,蟑,樟,暲,章,璄
蟑	獐,蝮,蠐,彰,蟦,嶂,障,蟟,璋,樟,鏱,嶛,幛,章
障	彰,蟑,章,獐,暲,瞕,臆,璋,樟
獐	彰,墇,獍,獖,障,蟑,獔,璋,樟,暲,章
竟	盲,章,境,竞,荁,镜
境	竟,竞,镜
镜	竟,摬,境,竞
竞	竟,境,镜
立	泣,拉,笠,粒,垃,站
拉	碍,立,柆,技,泣,粒,笠,站,得,垃
垃	泣,拉,笠,立,粒,柆,站
粒	泣,拉,笠,立,垃,站
泣	拉,得,笠,立,碍,粒,垃,站
笠	泣,拉,立,粒,垃,站
究	穷,突
穷	空,究,穴,窕,突,窈
突	穷,究
穴	空,扒,八,窕,穷,趴,窈
空	宝,穴,夳,窈,杢,帘,窕,穷
窈	空,穴,拗,窕,幼,穷,坳
窕	穴,眺,兆,窈,跳,空,逃,桃,穷,佻,挑
稳	穂,穏,穗,瘾,隐,急
隐	隖,稳,隙,瘾,隠,急
秕	毗,妣,蚍,纰,毖,枇,庇,秪,砒
妣	毗,蚍,纰,毖,枇,秕,庇,砒
庇	毗,妣,蚍,纰,毖,枇,秕,庥,砒
毖	毗,妣,蚍,纰,枇,秕,庇,砒
纰	毗,妣,蚍,毖,枇,秕,庇,砒
砒	毗,妣,蚍,纰,毖,枇,秕,阰,庇
毗	妣,蚍,舭,纰,毖,枇,秕,砒,庇
枇	毗,妣,蚍,纰,毖,秕,砒,庇
蚍	毗,妣,舭,纰,毖,枇,秕,砒,庇
秋	揪,愁,鳅
愁	秋,揪,鳅
揪	秋,湫,瞅,啾,愁,楸,锹,偢,鳅
秀	锈,透,绣,诱
锈	诱,唀,绣,誘,秀,透,綉
绣	秀,锈,透,诱
诱	秀,锈,透,绣
透	秀,锈,绣,诱
票	缥,剽,标,飘,祭,示,粟,瓢,漂,膘,瞟,栗
膘	缥,剽,飘,臐,磦,瓢,謤,骠,漂,嫖,鏢,瞟,縹,熛,票,栗
缥	剽,標,飘,镖,瓢,墂,漂,嫖,膘,慓,摽,瞟,褾,嘌,縹,票,栗
剽	缥,飘,瓢,漂,膘,瞟,票,栗
瓢	缥,剽,飘,漂,膘,瞟,票,栗
祥	垟,榚,鲜,详,洋,翔,样
祛	袪,怯,袟,砝,抾,祑
怯	讪,仙,祛,珐,劫
示	际,标,祭,票
标	际,祭,示,票,杨
磬	謦,磐,罄
罄	謦,磬,螜
謦	磬,讐,韾,譼,蘴,諅,贀,謇,罄,譻,醫
磋	瑳,蹉
蹉	嵯,鎈,磋
磁	兹,糍,滋,慈
滋	磁,兹,糍,慈
糍	稵,慈,磁,禌,螆,滋
慈	磁,兹,糍,滋
碟	蝶,喋,牒,捧,殜,泄,谍,磔,堞,棒,屉,世
蝶	碟,棒,屉,艓,蹀,捧,泄,世
捧	埲,楱,捙,揍,碟,蝶,摏,俸,奉,棒
棒	碟,蝶,捧,奉
碍	泣,得,拉
得	棏,泣,碍,拉
项	衰,顶,烦,衷,硕,顼,頊,坝
衰	衷,蓑,硕,哀,猿,项
衷	硕,衰,项
瞭	繚,缭,镣,暸,瞋,嫽,膫,啧,嘹
缭	橑,撩,瞭,镣,獠,憭,嘹
嘹	燎,撩,瞭,缭,镣,了,暸,獠,憭,潦
镣	橑,燎,撩,瞭,缭,了,獠,镍,憭,潦,嘹
瞅	鍬,楸,湫,锹,揪,啾
啾	唙,楸,湫,瞅,锹,揪
锹	鍬,楸,湫,瞅,愀,揪,啾
楸	鍬,愀,湫,瞅,锹,揪,啾,煍
湫	楸,瞅,锹,揪,啾
睢	眶,匍,維,捕,脽,雎,哺,匐,脯,铺,圃
雎	匍,捕,圃,雏,哺,匐,脯,铺,睢,踓
脯	辅,膊,腖,甫,胸,捕,睄,肓,雎,敷,睢,背,铺,腣,匍,育,搏,朋,月,哺,匐,脊,腩,蒲,圃
匐	匍,捕,圃,雎,哺,脯,铺,睢
睁	争,挣,筝,净
挣	峥,揑,琤,静,净,争,诤,睁,狰,筝,铮,棦
筝	峥,静,净,争,诤,睁,挣,狰,铮
争	峥,静,净,诤,睁,挣,狰,筝,铮
眨	之,泛,乏,贬
泛	之,贬,芝,乏,眨
乏	之,泛,芝,眨,贬
之	泛,芝,乏,眨
真	惧,慎,飓,寞,具,其,俱,填,蒖,镇
慎	憘,真,填,镇
填	真,慎,镇,搷
镇	真,填,慎
直	星,殖,貞,盲,章,亯,值,置,昷,壺,壷,舂,植,荁
植	楻,禎,槞,殖,椁,值,置,楦,稙,直,棹,楨,榰
值	置,偵,湻,植,直,殖
殖	置,稙,碹,植,直,頊,值
置	謍,殖,蠪,植,直,值
盲	忙,芒,肓,星,貞,竟,亯,茫,暂,虻,亡,葨,著,壺,莫,直,壷,舂,章,氓,荁
肓	膊,育,峟,朋,月,盲,脊,莦,脯,背,寅
盒	监,盐,猛,盆,孟,皿,盂,盘
盘	盆,盒
盆	岔,监,盒,盐,猛,孟,皿,盂,盘,犁,梨
滥	监,槛
槛	监,滥,榅,榯,寝,褴,侵
盎	蛊,盂,盅
蛊	盅,盂,盎,盚
盂	蛊,监,盒,盐,猛,盅,盆,盎,皿,孟
盅	蛊,盂,盎,衁
皿	监,亜,盒,盐,孟,盆,冊,盂,猛
盐	监,盒,孟,盆,皿,盂,猛
孟	监,盒,盐,盆,皿,盂,猛
猛	监,盒,盐,盆,皿,孟,锰,盂
皮	彼,跛,疲,玻,被,破,波,坡,披,皱
破	彼,跛,皮,疲,玻,被,波,坡,披,皱
波	彼,跛,皮,疲,玻,被,破,坡,披,皱
坡	彼,跛,皮,疲,玻,被,破,波,披,皱
彼	跛,皮,疲,玻,被,破,波,坡,披,皱
被	彼,跛,皮,柀,怶,疲,玻,破,波,坡,披,皱
玻	彼,跛,皮,秛,疲,被,破,波,坡,披,皱
披	彼,跛,皮,疲,玻,被,破,波,坡,皱
疲	彼,跛,皮,玻,废,被,破,波,坡,披,皱
跛	紴,彼,皮,貱,疲,玻,被,破,波,詖,坡,披,皱
皱	紴,彼,跛,皮,邹,刍,貱,疲,玻,被,破,煞,波,坡,披,詖
皆	谐,楷
楷	喈,偕,楦,揩,谐,植,锴,皆
谐	喈,偕,楷,揩,锴,皆
白	伯,珀,自,由,拍,泊,陌,窗,怕,柏,帕
怕	悺,倌,伯,珀,恼,拍,白,泊,陌,柏,帕
帕	伯,珀,拍,白,泊,陌,帩,怕,岶,岵,岾,帖,柏,蚶,帾,舶
伯	珀,白,泊,拍,陌,怕,柏,帕
拍	伯,珀,柚,栖,白,泊,陌,秞,棺,粙,怕,袖,护,柏,拈,怞,帕
泊	伯,珀,白,拍,陌,怕,柏,帕
柏	柟,铂,伯,珀,柚,栒,白,拍,泊,陌,杝,桘,怕,枦,棺,楢,帕,栶,椙
陌	伯,珀,白,拍,泊,怕,阻,昛,陗,柏,帕,阿
珀	伯,白,拍,泊,陌,怕,柏,帕
登	噔,瞪,凳,澄,豋,蹬,橙
凳	噔,瞪,澄,蹬,橙,登
橙	噔,瞪,凳,澄,蹬,登
噔	嬁,橙,膯,瞪,凳,澄,證,磴,蹬,燈,登
蹬	噔,瞪,凳,澄,橙,登
瞪	噔,嬁,橙,膯,凳,澄,證,蹬,燈,登
澄	噔,墱,橙,憕,凳,瞪,僜,蹬,撜,登
疼	痛,瘦,疗,病,痒
病	痛,疼,瘦,痼,疗,痞,痒
瘦	痹,痩,淒,疼,廋,疗,病,痒
痒	瘦,庠,疼,疗,病,瘔
疆	倦,僵,蜷
僵	疆,癟,儔,倦,儶,蜷
蜷	誉,眷,疆,券,僵,倦,卷,誊
倦	誉,眷,疆,券,僵,偆,卷,誊,蜷
留	榴,瘤,曶,溜
溜	榴,瘤,留
瘤	痼,溜,留,瘒,榴
榴	溜,塯,留,镏,瘤
甸	句
句	句,甸,苟
申	呻,神,审,伸,绅,坤
神	呻,伸,审,柿,绅,梗,柙,杮,申,坤,衶
伸	呻,神,审,仹,绅,申,坤,抻
坤	呻,伸,审,绅,柛,申,廸,神,怞,抻
绅	呻,忡,伸,审,绠,申,坤,细,神,紳
审	呻,伸,宆,皁,绅,串,申,坤,神,実
呻	唺,神,审,晪,伸,绅,申,坤,咄
由	笛,邮,柚,峀,拑,袖,庙,抽,山,史,甶,虫,内,甴,迪,油
迪	邮,笛,柚,道,由,逋,袖,淔,庙,抽,迫,油,遺
笛	邮,柚,宙,由,袖,庙,抽,迪,油
油	笛,邮,柚,宙,由,袖,湢,庙,抽,浀,汕,迪,汭
邮	笛,柚,宙,由,袖,郸,庙,抽,郋,迪,油
抽	笛,邮,柚,仙,讪,由,拙,袖,揀,庙,插,裍,迪,油
袖	笛,邮,柚,由,拍,秞,铀,庙,抽,補,裀,褔,怞,迪,油
柚	邮,圸,秞,杝,迪,枯,枘,柟,笛,秙,由,抽,柏,稫,杣,梢,牰,袖,拍,岫,粙,庙,栶,柮,椙,榶,舳,铀,楢,轴,怞,油
庙	笛,邮,柚,由,袖,抽,迪,油
甬	甫,涌,佣,痛,捅,诵,用,拥,圅,桶,通,俑
诵	甬,涌,捕,佣,痛,捅,用,拥,桶,通,俑
捅	埇,甬,悀,涌,捕,掆,掻,佣,搔,痛,诵,用,拥,揮,桶,通,俑
俑	浦,甬,涌,佣,俏,痛,捅,诵,用,拥,俌,桶,通
涌	湳,浦,甬,佣,浬,痛,捅,诵,用,消,拥,涡,桶,通,俑
用	甪,甬,甩,涌,佣,痛,捅,诵,拥,桶,通,俑
拥	甬,甩,涌,佣,梱,痛,捅,诵,用,捆,桶,通,俑
佣	侽,甬,甩,涌,痛,捅,诵,用,拥,桶,通,俑
敷	辅,膊,甫,搏,捕,哺,脯,铺,蒲
甩	用,拥,佣
生	性,主,由,星,姓,玍
性	忹,往,星,徃,姓,生
姓	殅,性,生,星
星	性,是,生,盲,亯,姓,昷,厘,峊,皛,具,湿,莫,畠,壷,章,显,直,荁
甚	勘,堪,戡,斟,湛,椹
堪	勘,甚,戡,斟,湛,椹
斟	勘,甚,戡,湛,椹,堪,科,斗,魁,抖,料
勘	堪,甚,戡,斟,湛,椹
湛	勘,堪,甚,戡,斟,偡,谌,椹
戡	勘,堪,甚,斟,湛,椹
椹	煁,湛,揕,谌,橏,勘,甚,戡,斟,堪,愖,媅,槥
甘	甜,柑,钳
钳	甜,柑,甘
甜	柑,蚶,钳,甘
柑	粓,甜,楫,拑,枻,绀,鉗,钳,甘,朻,玵,坩
瓜	爪,孤,抓,苽,爬,狐
孤	瓜,爪,抓,坬,爬,呱,狐
狐	瓜,爪,孤,抓,爬
抓	瓜,爪,孤,爬,狐,枛
爪	瓜,孤,抓,爬,狐
爬	瓜,爪,孤,抓,爮,狐
瑞	椯,瑥,湍,揣,褍,猯,喘,惴,端
端	惴,湍,揣,喘,瑞
揣	椯,惴,湍,偳,喘,瑞,端
